accession_number,section_type,cik_n,company_name_n,form_n,filing_date_n,bucket,extraction_status_o,extraction_status_n,reason_code_o,reason_code_n,extraction_confidence_o,extraction_confidence_n,extraction_method_o,extraction_method_n,word_count_o,word_count_n
0000732717-26-000297,MDA,732717,AT&T INC.,10-Q,2026-07-22,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,360,6048
0000753308-16-000337,MDA,753308,NEXTERA ENERGY INC,10-K,2016-02-22,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,18340
0000753308-17-000060,MDA,753308,NEXTERA ENERGY INC,10-K,2017-02-23,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,17166
0000753308-18-000013,MDA,753308,NEXTERA ENERGY INC,10-K,2018-02-16,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,15105
0000766704-15-000031,MDA,766704,WELLTOWER INC.,10-Q,2015-08-04,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,14928
0000766704-15-000031,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2015-08-04,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-15-000043,MDA,766704,WELLTOWER INC.,10-Q,2015-10-30,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,15575
0000766704-15-000043,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2015-10-30,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-16-000055,MDA,766704,WELLTOWER INC.,10-K,2016-02-18,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,12814
0000766704-16-000055,RISK_FACTORS,766704,WELLTOWER INC.,10-K,2016-02-18,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-16-000072,MDA,766704,WELLTOWER INC.,10-Q,2016-05-05,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,12563
0000766704-16-000072,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2016-05-05,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-16-000082,MDA,766704,WELLTOWER INC.,10-Q,2016-08-02,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,14912
0000766704-16-000082,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2016-08-02,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-16-000092,MDA,766704,WELLTOWER INC.,10-Q,2016-11-02,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,15989
0000766704-16-000092,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2016-11-02,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-17-000012,MDA,766704,WELLTOWER INC.,10-K,2017-02-22,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,12630
0000766704-17-000012,RISK_FACTORS,766704,WELLTOWER INC.,10-K,2017-02-22,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-17-000024,MDA,766704,WELLTOWER INC.,10-Q,2017-05-05,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,10466
0000766704-17-000024,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2017-05-05,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-17-000035,MDA,766704,WELLTOWER INC.,10-Q,2017-07-28,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,11982
0000766704-17-000035,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2017-07-28,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-17-000050,MDA,766704,WELLTOWER INC.,10-Q,2017-11-07,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,12375
0000766704-17-000050,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2017-11-07,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-18-000012,MDA,766704,WELLTOWER INC.,10-K,2018-02-28,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,13029
0000766704-18-000012,RISK_FACTORS,766704,WELLTOWER INC.,10-K,2018-02-28,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000766704-18-000030,MDA,766704,WELLTOWER INC.,10-Q,2018-05-04,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,10793
0000766704-18-000030,RISK_FACTORS,766704,WELLTOWER INC.,10-Q,2018-05-04,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000773840-23-000013,MDA,773840,HONEYWELL INTERNATIONAL INC,10-K,2023-02-10,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000773840-24-000014,MDA,773840,HONEYWELL INTERNATIONAL INC,10-K,2024-02-16,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000773840-25-000010,MDA,773840,HONEYWELL INTERNATIONAL INC,10-K,2025-02-14,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000773840-26-000013,MDA,773840,HONEYWELL INTERNATIONAL INC,10-K,2026-02-17,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-15-000012,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2015-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-15-000014,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2015-10-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-16-000023,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2016-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-16-000036,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2016-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-16-000039,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2016-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-17-000007,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2017-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-17-000019,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2017-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-17-000025,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2017-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-18-000008,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2018-05-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-18-000014,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2018-08-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000797468-18-000017,RISK_FACTORS,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-Q,2018-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-16-000008,RISK_FACTORS,798354,FISERV INC,10-Q,2016-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-16-000017,RISK_FACTORS,798354,FISERV INC,10-Q,2016-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-16-000022,RISK_FACTORS,798354,FISERV INC,10-Q,2016-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-17-000011,RISK_FACTORS,798354,FISERV INC,10-Q,2017-04-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-17-000019,RISK_FACTORS,798354,FISERV INC,10-Q,2017-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-17-000023,RISK_FACTORS,798354,FISERV INC,10-Q,2017-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-18-000009,RISK_FACTORS,798354,FISERV INC,10-Q,2018-05-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-18-000017,RISK_FACTORS,798354,FISERV INC,10-Q,2018-08-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-18-000021,RISK_FACTORS,798354,FISERV INC,10-Q,2018-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-19-000009,RISK_FACTORS,798354,FISERV INC,10-Q,2019-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-19-000019,RISK_FACTORS,798354,FISERV INC,10-Q,2019-07-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-20-000020,RISK_FACTORS,798354,FISERV INC,10-Q,2020-08-06,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,1561
0000798354-21-000008,RISK_FACTORS,798354,FISERV INC,10-Q,2021-04-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-21-000014,RISK_FACTORS,798354,FISERV INC,10-Q,2021-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-21-000018,RISK_FACTORS,798354,FISERV INC,10-Q,2021-10-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-22-000009,RISK_FACTORS,798354,FISERV INC,10-Q,2022-04-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-22-000015,RISK_FACTORS,798354,FISERV INC,10-Q,2022-07-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-22-000019,RISK_FACTORS,798354,FISERV INC,10-Q,2022-10-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-23-000008,RISK_FACTORS,798354,FISERV INC,10-Q,2023-04-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-23-000014,RISK_FACTORS,798354,FISERV INC,10-Q,2023-07-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-23-000018,RISK_FACTORS,798354,FISERV INC,10-Q,2023-10-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-24-000100,RISK_FACTORS,798354,FISERV INC,10-Q,2024-04-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-24-000156,RISK_FACTORS,798354,FISERV INC,10-Q,2024-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-24-000190,RISK_FACTORS,798354,FISERV INC,10-Q,2024-10-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-25-000104,RISK_FACTORS,798354,FISERV INC,10-Q,2025-04-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-25-000163,RISK_FACTORS,798354,FISERV INC,10-Q,2025-07-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-25-000171,RISK_FACTORS,798354,FISERV INC,10-Q,2025-10-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-26-000018,RISK_FACTORS,798354,FISERV INC,10-Q,2026-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000798354-26-000031,RISK_FACTORS,798354,FISERV INC,10-Q,2026-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-15-000036,RISK_FACTORS,804753,CERNER Corp,10-Q,2015-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-15-000050,RISK_FACTORS,804753,CERNER Corp,10-Q,2015-11-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-16-000074,RISK_FACTORS,804753,CERNER Corp,10-Q,2016-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-16-000086,RISK_FACTORS,804753,CERNER Corp,10-Q,2016-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-16-000092,RISK_FACTORS,804753,CERNER Corp,10-Q,2016-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-17-000016,RISK_FACTORS,804753,CERNER Corp,10-Q,2017-04-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-17-000029,RISK_FACTORS,804753,CERNER Corp,10-Q,2017-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-17-000039,RISK_FACTORS,804753,CERNER Corp,10-Q,2017-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-18-000018,RISK_FACTORS,804753,CERNER Corp,10-Q,2018-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-18-000033,RISK_FACTORS,804753,CERNER Corp,10-Q,2018-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-18-000039,RISK_FACTORS,804753,CERNER Corp,10-Q,2018-10-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-21-000026,RISK_FACTORS,804753,CERNER Corp,10-Q,2021-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-21-000043,RISK_FACTORS,804753,CERNER Corp,10-Q,2021-07-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-21-000052,RISK_FACTORS,804753,CERNER Corp,10-Q,2021-10-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000804753-22-000024,RISK_FACTORS,804753,CERNER Corp,10-Q,2022-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-15-000033,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2015-08-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-15-000046,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2015-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-16-000067,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2016-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-16-000077,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2016-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-16-000089,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2016-11-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-17-000029,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2017-05-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-17-000038,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2017-08-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-17-000054,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2017-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-18-000025,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2018-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-18-000034,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2018-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-18-000044,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2018-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-19-000020,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2019-05-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-19-000030,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2019-08-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-19-000039,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2019-11-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-21-000047,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2021-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-21-000075,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2021-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-21-000089,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2021-11-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-22-000028,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2022-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-22-000041,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2022-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-22-000056,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2022-11-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-23-000024,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2023-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-23-000040,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2023-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-23-000051,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2023-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-24-000021,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2024-05-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-24-000031,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2024-08-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-24-000049,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2024-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-25-000022,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2025-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000821189-25-000070,RISK_FACTORS,821189,EOG RESOURCES INC,10-Q,2025-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
